id,hunt.area,year,group.size,hab.diversity,prop.openness,mgmt.closure,irrigation,dist.road,slope,land.mgmt.descr,yr.wolf,tot.wolf,ave.annual.wolf,wr.density,month,ave.daily.swe,elev
248,54,2011,8,10,86.5,0,0,1,14,Private,5.2,10.1,3.4,3.1,1,46.5,2263
249,54,2011,6,8,93.4,0,0,0.7,14.2,Private,5.2,10.1,3.4,3.1,1,46.5,2283
250,59,2011,7,7,82.9,0,0,3.3,16.2,Private,4.7,10.9,3.6,3.1,1,11.2,2411
251,59,2011,66,2,100,0,0,4.4,12,Private,4.7,10.9,3.6,3.1,1,11.2,2246
252,59,2011,214,2,100,0,0,2.3,9.4,Private,4.7,10.9,3.6,3.1,1,11.2,2066
253,59,2011,105,2,100,0,0,2.3,21.3,Private,4.7,10.9,3.6,3.1,1,11.2,2171
254,59,2011,126,5,70.7,0,0,3.4,5.1,Forest Service,4.7,10.9,3.6,3.1,1,11.2,2154
255,25,2011,108,2,93.4,0,0,3.5,15.6,Private,0,0,0,1.5,1,38.9,2057
256,25,2011,2,3,96.7,0,0,3.9,8.8,State,0,0,0,1.5,1,38.9,1927
257,25,2011,21,3,93,0,0,3.8,7.9,Bureau of Land Management,0,0,0,1.5,1,38.9,2046
258,25,2011,2,3,96.5,0,0,4,5.7,Bureau of Land Management,0,0,0,1.5,1,38.9,2059
259,25,2011,8,5,90,0,0,3.6,3.4,Bureau of Land Management,0,0,0,1.5,1,38.9,2059
260,25,2011,138,4,94.9,0,0,1.6,5.1,State,0,0,0,1.5,1,38.9,1983
261,99,2011,60,4,71.5,0,0,2.2,1,Bureau of Land Management,2,8,2.7,0.4,1,31.6,2099
262,99,2011,23,5,78.4,0,0,2.6,4.5,Bureau of Land Management,2,8,2.7,0.4,1,31.6,2105
263,99,2011,9,4,78,0,0,2.5,1.1,Bureau of Land Management,2,8,2.7,0.4,1,31.6,2103
264,99,2011,44,7,72.9,0,0,1.5,1.6,Private,2,8,2.7,0.4,1,31.6,2086
265,99,2011,12,6,79.3,0,0,1.5,6.6,Private,2,8,2.7,0.4,1,31.6,2086
266,99,2011,2,6,92.7,0,0,1.3,4.7,Bureau of Land Management,2,8,2.7,0.4,1,31.6,2070
267,63,2011,5,8,73.9,0,0,2.9,11.6,Private,5.2,14,4.7,2.9,1,9.4,2274
268,63,2011,2,8,75.3,0,0,2.9,16.5,Private,5.2,14,4.7,2.9,1,9.4,2260
269,63,2011,883,2,100,0,0,2.5,4,Private,5.2,14,4.7,2.9,1,9.4,2174
270,63,2011,85,7,90.5,0,0,1.4,4.4,Private,5.2,14,4.7,2.9,1,9.4,2149
271,63,2011,3,5,58.4,0,0,2.6,22.1,Private,5.2,14,4.7,2.9,1,9.4,2085
272,52,2011,13,8,63.8,0,0,0.1,11.6,Forest Service,7.5,14.8,4.9,4.5,1,54.3,1911
273,52,2011,2,5,90.1,0,0,0.3,15.7,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2015
274,52,2011,6,5,74.5,0,0,0,16.2,Forest Service,7.5,14.8,4.9,4.5,1,54.3,1940
275,52,2011,59,9,45.6,0,0,0.5,12.3,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2034
276,52,2011,18,10,83.9,0,0,0,2.4,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2077
277,52,2011,2,7,78.1,0,0,0.7,25.2,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2131
278,52,2011,1,6,79.3,0,0,0.7,15.4,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2113
279,52,2011,71,6,87.7,0,0,0.6,7.8,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2095
280,52,2011,251,9,90.7,0,0,0.6,19,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2077
281,52,2011,10,10,61.2,0,0,0.5,16.6,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2091
282,52,2011,7,5,91.5,0,0,0.4,18.2,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2099
283,52,2011,110,2,100,0,0,0.5,9.8,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2105
284,52,2011,394,2,100,0,0,0.3,18.5,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2028
285,52,2011,2,9,39.4,0,0,2.6,24.5,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2538
286,52,2011,11,9,77.1,0,0,4.1,14.8,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2385
287,52,2011,6,9,72.9,0,0,4.3,8.7,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2371
288,52,2011,5,7,7.7,0,0,3.1,8.7,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2490
289,52,2011,15,6,29.7,0,0,1.3,12.2,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2466
290,52,2011,64,5,66.2,0,0,1.4,16.5,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2181
291,52,2011,100,5,80.5,0,0,2,2.6,Private,7.5,14.8,4.9,4.5,1,54.3,2123
292,52,2011,4,6,91.5,2,0,2,10,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2386
293,52,2011,5,6,88,2,0,2,7.5,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2381
294,52,2011,2,5,99.4,2,0,1.7,7.7,Forest Service,7.5,14.8,4.9,4.5,1,54.3,2378
295,51,2011,2,6,13.5,2,0,11.6,20.5,Forest Service,11.5,26.1,8.7,1.3,1,51.2,2498
296,51,2011,12,5,23.7,2,0,4.9,14.9,Forest Service,11.5,26.1,8.7,1.3,1,51.2,2285
297,50,2011,191,6,79.3,0,0,0.5,19.3,Forest Service,12.2,27.4,9.1,0.8,1,61.7,2067
298,50,2011,43,6,78.9,0,0,0.4,24.4,Forest Service,12.2,27.4,9.1,0.8,1,61.7,2048
299,54,2011,9,8,39.7,0,0,3.1,12.6,Forest Service,5.2,10.1,3.4,3.1,1,46.5,2326
300,54,2011,1,5,93.6,0,0,1.5,4.6,Forest Service,5.2,10.1,3.4,3.1,1,46.5,2412
301,54,2011,3,8,68.5,0,0,2.1,6.8,Bureau of Land Management,5.2,10.1,3.4,3.1,1,46.5,2101
302,54,2011,167,8,9.5,0,0,3.8,18.5,Private,5.2,10.1,3.4,3.1,1,46.5,1990
303,54,2011,104,10,52.2,0,0,2.5,15.2,Private,5.2,10.1,3.4,3.1,1,46.5,1830
304,54,2011,35,9,62.4,0,0,1.5,9.1,Private,5.2,10.1,3.4,3.1,1,46.5,1930
305,54,2011,3,5,15.4,0,0,1.8,8.6,Private,5.2,10.1,3.4,3.1,1,46.5,1859
306,54,2011,9,6,94.3,0,0,1.8,29,Private,5.2,10.1,3.4,3.1,1,46.5,1682
307,54,2011,10,9,41.4,0,0,4.2,20.2,Private,5.2,10.1,3.4,3.1,1,46.5,1891
308,67,2011,1017,2,100,0,0,1,8.9,Bureau of Land Management,17.7,46.1,15.4,7.7,1,25.2,2343
309,67,2011,46,2,100,1,0,1,10.7,Bureau of Land Management,17.7,46.1,15.4,7.7,1,25.2,2309
310,67,2011,95,4,99.9,1,0,1.3,2.1,Bureau of Land Management,17.7,46.1,15.4,7.7,1,25.2,2346
311,67,2011,14,3,98.2,1,0,4.1,3.9,Bureau of Land Management,17.7,46.1,15.4,7.7,1,25.2,2476
312,67,2011,31,5,99.7,1,0,3.3,3.8,WGF Commission,17.7,46.1,15.4,7.7,1,25.2,2392
313,67,2011,335,4,99.9,1,0,5.2,7.3,State,17.7,46.1,15.4,7.7,1,25.2,2460
314,67,2011,75,3,100,1,0,5,4.3,State,17.7,46.1,15.4,7.7,1,25.2,2435
315,67,2011,77,2,100,1,0,4,4.2,State,17.7,46.1,15.4,7.7,1,25.2,2379
316,67,2011,115,5,79.2,1,0,3.5,7.4,WGF Commission,17.7,46.1,15.4,7.7,1,25.2,2280
317,67,2011,6,5,92.2,1,0,4.2,9.2,WGF Commission,17.7,46.1,15.4,7.7,1,25.2,2274
318,67,2011,4,6,99.5,1,0,2.9,2.3,WGF Commission,17.7,46.1,15.4,7.7,1,25.2,2296
319,67,2011,54,5,85.2,1,0,2.8,8.7,WGF Commission,17.7,46.1,15.4,7.7,1,25.2,2309
320,67,2011,12,5,82.7,1,0,2.7,8.3,WGF Commission,17.7,46.1,15.4,7.7,1,25.2,2328
321,67,2011,3,7,41.7,0,0,5.2,9.6,Forest Service,17.7,46.1,15.4,7.7,1,25.2,2485
322,54,2011,4,7,76.5,0,0,2,8.1,Forest Service,5.2,10.1,3.4,3.1,2,46.5,2183
323,54,2011,11,11,68.9,0,0,4.5,8.8,Forest Service,5.2,10.1,3.4,3.1,2,46.5,2187
324,54,2011,8,8,18.7,1,0,3.1,12.7,Bureau of Land Management,5.2,10.1,3.4,3.1,2,46.5,2011
325,54,2011,423,9,77,0,0,3.6,10.7,Private,5.2,10.1,3.4,3.1,2,46.5,2118
326,54,2011,2,10,66.6,0,0,2.1,6.1,Private,5.2,10.1,3.4,3.1,2,46.5,2091
327,54,2011,7,10,86.3,0,0,1.8,7.3,Private,5.2,10.1,3.4,3.1,2,46.5,2087
328,54,2011,8,9,48.2,0,0,0.9,13.3,Private,5.2,10.1,3.4,3.1,2,46.5,1909
329,54,2011,5,10,37,0,0,0.8,10.7,Private,5.2,10.1,3.4,3.1,2,46.5,1900
330,54,2011,13,9,44.4,0,0,0.9,13,Private,5.2,10.1,3.4,3.1,2,46.5,1912
331,54,2011,9,4,30.6,0,0,1.2,7.3,Private,5.2,10.1,3.4,3.1,2,46.5,1875
332,54,2011,111,6,35.3,0,0,1.8,12,Private,5.2,10.1,3.4,3.1,2,46.5,1920
333,54,2011,3,9,81.2,0,0,0.5,20.8,Private,5.2,10.1,3.4,3.1,2,46.5,1944
334,54,2011,25,3,17.8,0,0,1.5,4.2,Private,5.2,10.1,3.4,3.1,2,46.5,1807
335,54,2011,117,7,31.7,0,0,1.7,9.4,Private,5.2,10.1,3.4,3.1,2,46.5,1896
336,54,2011,6,9,48.9,0,0,3.9,7,Private,5.2,10.1,3.4,3.1,2,46.5,1788
337,54,2011,5,8,76.6,0,0,3.9,19.2,Private,5.2,10.1,3.4,3.1,2,46.5,1923
338,54,2011,6,9,78.8,0,0,3.7,23.8,Private,5.2,10.1,3.4,3.1,2,46.5,1956
339,54,2011,7,3,77.6,0,0,0.2,16.3,Private,5.2,10.1,3.4,3.1,2,46.5,2431
340,54,2011,17,4,99.6,0,0,0.6,6.1,Private,5.2,10.1,3.4,3.1,2,46.5,2347
341,54,2011,2,5,99.8,0,0,0.6,9.1,Private,5.2,10.1,3.4,3.1,2,46.5,2341
342,121,2011,2,4,86.2,0,0,0.1,9.5,Bureau of Land Management,3.6,8.4,2.8,2.1,2,77.3,2528
343,121,2011,25,9,91.1,0,0,0.7,5.9,Forest Service,3.6,8.4,2.8,2.1,2,77.3,2556
344,121,2011,18,8,92.9,0,0,0.1,7.4,State,3.6,8.4,2.8,2.1,2,77.3,2553
345,54,2011,9,8,79.4,0,0,1.7,13,Forest Service,5.2,10.1,3.4,3.1,2,46.5,2546
346,121,2011,9,7,59.8,0,0,1.5,3,Forest Service,3.6,8.4,2.8,2.1,2,77.3,2681
347,121,2011,3,9,91.8,0,0,2.8,3.3,Forest Service,3.6,8.4,2.8,2.1,2,77.3,2674
348,54,2011,9,8,92.7,0,0,2.2,8.7,State,5.2,10.1,3.4,3.1,2,46.5,2093
349,54,2011,2,8,90.9,0,0,2.1,10.9,Private,5.2,10.1,3.4,3.1,2,46.5,2043
350,54,2011,9,3,73.4,0,0,2.4,14.6,Private,5.2,10.1,3.4,3.1,2,46.5,1874
351,54,2011,5,5,71.2,0,0,2.5,20.4,Private,5.2,10.1,3.4,3.1,2,46.5,1895
352,54,2011,95,6,99.7,0,1,0.5,0,Private,5.2,10.1,3.4,3.1,2,46.5,1347
353,52,2011,8,5,71.1,0,0,0,9.2,Forest Service,7.5,14.8,4.9,4.5,2,54.3,1922
354,52,2011,4,5,97.3,0,0,0.8,21,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2091
355,52,2011,175,2,100,0,0,0.4,22,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2024
356,52,2011,77,4,99.5,0,0,0.6,18.2,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2071
357,52,2011,8,8,39,0,0,0.5,15.4,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2041
358,52,2011,15,8,42.9,0,0,0.6,14.6,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2049
359,52,2011,34,6,36.3,0,0,0.7,6.2,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2103
360,52,2011,20,6,84.7,0,0,0.9,11.7,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2195
361,52,2011,21,9,70.3,0,0,3.1,12.7,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2369
362,52,2011,2,8,29.6,0,0,2.5,10.7,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2490
363,52,2011,48,5,47.6,0,0,3,19,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2299
364,52,2011,7,9,73.9,0,0,4,14.4,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2377
365,52,2011,6,9,38.3,0,0,4.3,8.9,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2442
366,52,2011,3,9,33.9,0,0,5.1,17.1,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2550
367,52,2011,2,10,32.6,0,0,0.2,38.2,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2223
368,52,2011,5,7,26.6,0,0,0.8,6.9,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2329
369,52,2011,1,8,23.1,0,0,0.8,10.5,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2298
370,52,2011,23,6,44.4,0,0,2.1,2.8,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2431
371,52,2011,220,8,92,0,0,1.9,13.1,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2453
372,52,2011,60,7,71.1,0,0,2,9,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2447
373,52,2011,2,6,31.9,0,0,1.5,22.9,Forest Service,7.5,14.8,4.9,4.5,2,54.3,2360
374,51,2011,1,7,58.1,2,0,4.8,6.1,Forest Service,11.5,26.1,8.7,1.3,2,51.2,2328
375,51,2011,3,6,28.6,2,0,4.8,15.4,Forest Service,11.5,26.1,8.7,1.3,2,51.2,2319
376,50,2011,12,5,72.1,0,0,0.6,22.1,Forest Service,12.2,27.4,9.1,0.8,2,61.7,2095
377,50,2011,133,9,49.8,0,0,0.8,11.2,Forest Service,12.2,27.4,9.1,0.8,2,61.7,1823
378,50,2011,122,8,47.9,0,0,0.3,36,Forest Service,12.2,27.4,9.1,0.8,2,61.7,1799
379,121,2011,7,5,34.2,0,0,4.5,10.8,Forest Service,3.6,8.4,2.8,2.1,2,77.3,2160
380,121,2011,10,8,49.2,0,0,0.4,29.5,Forest Service,3.6,8.4,2.8,2.1,2,77.3,2439
381,121,2011,5,7,68.8,0,0,1.5,4.7,Forest Service,3.6,8.4,2.8,2.1,2,77.3,2669
382,121,2011,8,8,92,0,0,0.2,1.7,Forest Service,3.6,8.4,2.8,2.1,2,77.3,2563
383,121,2011,24,9,91.3,0,0,0.7,6.2,Forest Service,3.6,8.4,2.8,2.1,2,77.3,2556
384,121,2011,330,8,87.6,0,0,0.6,14.1,Private,3.6,8.4,2.8,2.1,2,77.3,1979
385,121,2011,20,5,98.2,0,0,0.8,14.3,Private,3.6,8.4,2.8,2.1,2,77.3,1998
386,121,2011,14,5,98.6,0,0,0.8,19.6,Private,3.6,8.4,2.8,2.1,2,77.3,2000
387,121,2011,22,6,95.3,0,0,0.9,8.3,Private,3.6,8.4,2.8,2.1,2,77.3,2019
388,121,2011,59,5,94.3,0,0,2.3,4.6,Forest Service,3.6,8.4,2.8,2.1,2,77.3,2284
389,121,2011,166,4,99.3,0,0,1.3,3.2,Private,3.6,8.4,2.8,2.1,2,77.3,1906
390,121,2011,4,6,78.1,0,0,3.2,5.1,Forest Service,3.6,8.4,2.8,2.1,2,77.3,2333
391,50,2011,48,4,47.8,0,0,1.7,8,Private,12.2,27.4,9.1,0.8,2,61.7,1847
392,50,2011,190,6,41.3,0,0,1.1,1.1,Private,12.2,27.4,9.1,0.8,2,61.7,1826
393,59,2011,3,7,23.8,0,0,4.8,10.4,Private,4.7,10.9,3.6,3.1,2,11.2,2484
394,59,2011,5,5,21.5,0,0,5.5,11,Forest Service,4.7,10.9,3.6,3.1,2,11.2,2658
395,59,2011,6,7,13.9,0,0,6.3,17,Forest Service,4.7,10.9,3.6,3.1,2,11.2,2661
396,59,2011,25,8,56.8,0,0,7.1,0.3,Forest Service,4.7,10.9,3.6,3.1,2,11.2,2612
397,59,2011,30,3,99.9,0,0,3.7,17,Private,4.7,10.9,3.6,3.1,2,11.2,2351
398,59,2011,1,6,2.8,0,0,6.6,16.5,Forest Service,4.7,10.9,3.6,3.1,2,11.2,2516
399,59,2011,13,6,93,0,0,4.1,24.8,Private,4.7,10.9,3.6,3.1,2,11.2,2286
400,59,2011,104,5,93.6,0,0,4.2,15.2,Private,4.7,10.9,3.6,3.1,2,11.2,2344
401,59,2011,101,3,100,0,0,2.9,12.3,Forest Service,4.7,10.9,3.6,3.1,2,11.2,2188
402,59,2011,72,3,100,0,0,3,8.3,Forest Service,4.7,10.9,3.6,3.1,2,11.2,2190
403,59,2011,19,2,100,0,0,3.1,9.6,Forest Service,4.7,10.9,3.6,3.1,2,11.2,2202
404,67,2011,2,3,73.2,0,0,2.8,21,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2639
405,67,2011,3,6,64,0,0,5,12.7,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2492
406,67,2011,25,3,97,1,0,4.7,8.5,State,17.7,46.1,15.4,7.7,2,25.2,2483
407,67,2011,45,4,65.5,1,0,2.2,13.1,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2240
408,67,2011,5,4,39.6,0,0,1.1,20.8,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2194
409,67,2011,12,4,48.8,0,0,1.6,9.8,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2242
410,67,2011,1129,3,100,1,0,4.6,0.9,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2452
411,67,2011,13,3,62.4,0,0,1.6,12.1,Private,17.7,46.1,15.4,7.7,2,25.2,2204
412,67,2011,39,4,50.7,1,0,0.9,7.7,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2224
413,67,2011,5,4,50.4,1,0,1,13.6,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2228
414,67,2011,5,3,53.9,1,0,1,10.1,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2209
415,67,2011,41,3,62.6,0,0,1.2,11.2,Private,17.7,46.1,15.4,7.7,2,25.2,2270
416,67,2011,11,3,59.3,0,0,1.1,7.9,Private,17.7,46.1,15.4,7.7,2,25.2,2248
417,67,2011,4,4,52,1,0,0.8,14.2,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2231
418,67,2011,4,3,54.8,1,0,0.9,12.1,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2232
419,67,2011,18,4,65.3,1,0,0.9,20,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2197
420,67,2011,14,3,63.5,1,0,0.7,17.8,State,17.7,46.1,15.4,7.7,2,25.2,2172
421,67,2011,12,5,83.4,1,0,6,4.4,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2305
422,67,2011,131,4,93.7,1,0,2.8,11.2,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2342
423,67,2011,680,5,85.4,1,0,2.6,6.1,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2325
424,67,2011,42,5,80,1,0,2.6,15.8,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2315
425,67,2011,61,5,67.1,1,0,2.4,14.1,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2320
426,67,2011,41,5,59.3,1,0,2.2,11.2,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2295
427,67,2011,3,4,48.8,0,0,1.7,13.1,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2235
428,67,2011,12,4,48.8,0,0,1.6,4.3,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2245
429,67,2011,4,4,39.3,0,0,1.1,20.8,Bureau of Land Management,17.7,46.1,15.4,7.7,2,25.2,2194
430,67,2011,12,7,68.7,1,0,1.8,4.5,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2161
431,67,2011,3,6,95.7,1,0,6.2,17.2,WGF Commission,17.7,46.1,15.4,7.7,2,25.2,2327
432,67,2011,7,5,85,0,0,7.1,14.9,Forest Service,17.7,46.1,15.4,7.7,2,25.2,2629
433,63,2011,89,7,86.6,0,0,1.9,12.7,State,5.2,14,4.7,2.9,2,9.4,2288
434,63,2011,25,7,93.6,0,0,3.8,5.4,Private,5.2,14,4.7,2.9,2,9.4,2079
435,63,2011,226,7,93.2,0,0,3.7,9.9,Private,5.2,14,4.7,2.9,2,9.4,2086
436,63,2011,28,7,90.2,0,0,4,16.8,Private,5.2,14,4.7,2.9,2,9.4,2077
437,63,2011,24,6,93.8,0,0,3.9,11.8,Private,5.2,14,4.7,2.9,2,9.4,2110
438,63,2011,15,6,96.5,0,0,3.7,15.9,Private,5.2,14,4.7,2.9,2,9.4,2122
439,63,2011,124,7,89,0,0,4,4.6,Private,5.2,14,4.7,2.9,2,9.4,2078
440,25,2011,6,4,66.6,0,0,3,8.4,Bureau of Land Management,0,0,0,1.5,2,38.9,2109
441,25,2011,64,3,99.4,0,0,3,8.8,Bureau of Land Management,0,0,0,1.5,2,38.9,1989
442,25,2011,66,3,98.6,0,0,2,6.3,State,0,0,0,1.5,2,38.9,2015
443,25,2011,97,4,96.2,0,0,0.6,7.9,Bureau of Land Management,0,0,0,1.5,2,38.9,2030
444,25,2011,112,5,97.5,0,0,1.2,12.8,Bureau of Land Management,0,0,0,1.5,2,38.9,2079
445,25,2011,56,3,98.2,0,0,0.5,4.1,Private,0,0,0,1.5,2,38.9,2007
446,25,2011,45,5,38.3,0,1,0.2,0.6,Private,0,0,0,1.5,2,38.9,2023
447,25,2011,40,5,65.8,0,0,0.1,3.2,Private,0,0,0,1.5,2,38.9,2026
448,99,2011,4,6,76.5,0,0,1.2,8.1,State,2,8,2.7,0.4,2,31.6,2098
449,99,2011,26,6,75.1,0,0,1.1,3.5,State,2,8,2.7,0.4,2,31.6,2103
450,99,2011,54,7,87.1,0,0,1.4,1.7,Bureau of Reclamation,2,8,2.7,0.4,2,31.6,2063
451,99,2011,150,7,87.9,0,0,0.8,1.3,Bureau of Land Management,2,8,2.7,0.4,2,31.6,2075
452,54,2011,439,6,90.2,0,0,4.3,6.9,Forest Service,5.2,10.1,3.4,3.1,3,46.5,2282
453,54,2011,109,10,79.1,0,0,3.2,10.7,Forest Service,5.2,10.1,3.4,3.1,3,46.5,2312
454,54,2011,6,6,5.1,1,0,3.5,12.9,Bureau of Land Management,5.2,10.1,3.4,3.1,3,46.5,1997
455,54,2011,11,7,6,1,0,3.7,22.7,Bureau of Land Management,5.2,10.1,3.4,3.1,3,46.5,1937
456,54,2011,15,10,41.8,0,0,2.1,7,Private,5.2,10.1,3.4,3.1,3,46.5,1836
457,54,2011,7,6,36.3,0,0,1.8,7.6,Private,5.2,10.1,3.4,3.1,3,46.5,1924
458,54,2011,8,6,54.6,1,0,3,20.2,Bureau of Land Management,5.2,10.1,3.4,3.1,3,46.5,1527
459,54,2011,1,8,74.2,0,0,3,31.3,State,5.2,10.1,3.4,3.1,3,46.5,1436
460,54,2011,25,3,13.4,0,0,1.1,16.2,Private,5.2,10.1,3.4,3.1,3,46.5,1822
461,54,2011,40,3,17.5,0,0,2,16.5,Private,5.2,10.1,3.4,3.1,3,46.5,1817
462,54,2011,37,5,99.8,0,0,1.6,14.8,Private,5.2,10.1,3.4,3.1,3,46.5,1585
463,54,2011,33,6,79.5,0,0,3.1,13.4,Private,5.2,10.1,3.4,3.1,3,46.5,1660
464,50,2011,113,4,99.4,0,0,1.8,4,Bureau of Land Management,12.2,27.4,9.1,0.8,3,61.7,1449
465,54,2011,20,3,94.2,0,0,2.1,11.6,State,5.2,10.1,3.4,3.1,3,46.5,1808
466,54,2011,12,3,94.6,0,0,2.3,3.9,State,5.2,10.1,3.4,3.1,3,46.5,1842
467,54,2011,84,4,94.1,0,0,2.5,13.3,State,5.2,10.1,3.4,3.1,3,46.5,1845
468,54,2011,25,6,93.9,0,0,0.5,19.3,Private,5.2,10.1,3.4,3.1,3,46.5,2380
469,54,2011,13,7,94.9,0,0,0.7,14.8,State,5.2,10.1,3.4,3.1,3,46.5,2384
470,54,2011,9,4,95,0,0,0.4,13.8,State,5.2,10.1,3.4,3.1,3,46.5,2438
471,54,2011,8,8,22.4,0,0,2.2,4.4,Forest Service,5.2,10.1,3.4,3.1,3,46.5,2535
472,52,2011,9,6,73.2,0,0,0.2,3.3,Forest Service,7.5,14.8,4.9,4.5,3,54.3,1988
473,52,2011,204,11,66.8,0,0,0.1,3.3,Forest Service,7.5,14.8,4.9,4.5,3,54.3,1942
474,52,2011,2,9,50,0,0,0.8,14.4,Forest Service,7.5,14.8,4.9,4.5,3,54.3,1817
475,52,2011,30,10,54,0,0,0.7,2.7,Forest Service,7.5,14.8,4.9,4.5,3,54.3,1853
476,52,2011,33,10,39.4,0,0,1.1,2.3,Forest Service,7.5,14.8,4.9,4.5,3,54.3,1859
477,52,2011,9,7,48.4,0,0,1,1,Forest Service,7.5,14.8,4.9,4.5,3,54.3,1869
478,52,2011,36,7,93.6,0,0,0.6,5.3,Forest Service,7.5,14.8,4.9,4.5,3,54.3,1998
479,52,2011,7,8,81.1,0,0,0.7,8.9,Forest Service,7.5,14.8,4.9,4.5,3,54.3,1984
480,52,2011,6,6,92.8,0,0,0.8,16,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2139
481,52,2011,42,6,92.3,0,0,0.8,5.2,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2112
482,52,2011,8,5,95.9,0,0,0.6,8.4,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2079
483,52,2011,86,5,93.9,0,0,0.8,15.8,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2097
484,52,2011,139,5,96.5,1,0,1.9,1.7,WGF Commission,7.5,14.8,4.9,4.5,3,54.3,2085
485,52,2011,15,4,82.5,0,0,1.5,9.4,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2174
486,52,2011,4,9,25.4,0,0,4.8,13.8,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2411
487,52,2011,7,6,10.4,0,0,3.9,21.2,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2384
488,52,2011,16,6,12.3,0,0,4,2.1,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2411
489,52,2011,18,5,28.6,0,0,1.9,8.6,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2308
490,52,2011,11,5,38.8,0,0,1.7,19.1,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2261
491,52,2011,3,7,58.3,0,0,1.5,16.2,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2284
492,52,2011,36,7,76.2,0,0,1.8,8.8,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2421
493,52,2011,183,7,94.4,0,0,1.7,6.8,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2421
494,52,2011,170,3,100,0,0,1.8,5.2,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2401
